2019-12-31 Betriebsmittelrücklage ideeller Bereich
    3967    70,01€
    3967    42,00€
    1002

;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
; noch zu erledigen:
; bin/1-buche-gewinnermittlung journal.dat 2019
; bin/2-buche-freie-ruecklagen journal.dat 2019
; bin/3-buche-ergebnisverwendung journal.dat 2019
; bin/4-buche-abschluss journal.dat 2019
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
